tier,arm,depth,conversation_id,question_index,ability,score,context_chars,context_tokens,n_retrieved,response_chars,prompt_tokens,completion_tokens,reader_model,reader_effort,judge_model,judge_effort,config_id
100k,A control,50,8,9,knowledge_update,0.0,20484.0,5121.0,50.0,54.0,5025.0,397.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,8,10,multi_session_reasoning,0.0,24678.0,6170.0,50.0,352.0,5669.0,2164.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,8,11,multi_session_reasoning,1.0,24564.0,6141.0,50.0,3933.0,5659.0,3413.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,8,12,preference_following,1.0,21094.0,5274.0,50.0,2796.0,4949.0,1601.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,8,13,preference_following,1.0,24227.0,6057.0,50.0,1318.0,5547.0,790.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,8,14,summarization,0.75,26578.0,6645.0,50.0,8535.0,5969.0,3109.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,8,15,summarization,0.4,24296.0,6074.0,50.0,11212.0,5526.0,4209.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,8,16,temporal_reasoning,0.25,21214.0,5304.0,50.0,179.0,5159.0,563.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,8,17,temporal_reasoning,1.0,21333.0,5333.0,50.0,126.0,5128.0,177.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,0,abstention,0.0,23352.0,5838.0,50.0,542.0,5183.0,533.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,1,abstention,0.0,33308.0,8327.0,50.0,764.0,7174.0,319.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,2,contradiction_resolution,0.75,23732.0,5933.0,50.0,260.0,5374.0,434.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,3,contradiction_resolution,0.5,28885.0,7221.0,50.0,398.0,6368.0,490.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,4,information_extraction,0.8333,28669.0,7167.0,50.0,212.0,6401.0,419.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,5,information_extraction,0.8333,35545.0,8886.0,50.0,5161.0,7918.0,2649.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,6,instruction_following,1.0,28794.0,7199.0,50.0,2195.0,6357.0,939.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,7,instruction_following,1.0,25722.0,6431.0,50.0,155.0,5821.0,940.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,8,knowledge_update,0.5,27303.0,6826.0,50.0,201.0,6306.0,515.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,9,knowledge_update,0.0,26460.0,6615.0,50.0,155.0,5969.0,50.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,10,multi_session_reasoning,1.0,21630.0,5408.0,50.0,914.0,5158.0,705.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,11,multi_session_reasoning,1.0,28020.0,7005.0,50.0,2402.0,6209.0,1480.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,12,preference_following,1.0,29828.0,7457.0,50.0,2517.0,6906.0,1091.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,13,preference_following,1.0,26186.0,6547.0,50.0,797.0,6053.0,520.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,14,summarization,0.7,30572.0,7643.0,50.0,12741.0,6665.0,7554.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,15,summarization,0.6,28738.0,7185.0,50.0,7249.0,6299.0,4254.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,16,temporal_reasoning,1.0,23986.0,5997.0,50.0,227.0,5542.0,542.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,50,9,17,temporal_reasoning,1.0,24191.0,6048.0,50.0,158.0,5590.0,314.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,0,abstention,0.0,46045.0,11511.0,100.0,1740.0,10808.0,832.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,1,abstention,0.0,42698.0,10675.0,100.0,6105.0,10283.0,3651.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,2,contradiction_resolution,0.875,49241.0,12310.0,100.0,835.0,11718.0,711.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,3,contradiction_resolution,0.375,47073.0,11768.0,100.0,675.0,11148.0,399.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,4,information_extraction,1.0,39896.0,9974.0,100.0,120.0,9732.0,374.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,5,information_extraction,0.8333,58022.0,14506.0,100.0,1565.0,13096.0,816.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,6,instruction_following,1.0,54367.0,13592.0,100.0,14491.0,12301.0,11451.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,7,instruction_following,0.5,46759.0,11690.0,100.0,1050.0,11030.0,1358.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,8,knowledge_update,1.0,55659.0,13915.0,100.0,216.0,12499.0,194.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,9,knowledge_update,1.0,50936.0,12734.0,100.0,52.0,11885.0,157.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,10,multi_session_reasoning,1.0,46562.0,11641.0,100.0,181.0,10858.0,202.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,11,multi_session_reasoning,0.75,41940.0,10485.0,100.0,826.0,9931.0,3837.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,12,preference_following,1.0,48346.0,12087.0,100.0,2674.0,11468.0,4305.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,13,preference_following,1.0,52575.0,13144.0,100.0,7930.0,12011.0,4233.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,14,summarization,0.8,53437.0,13359.0,100.0,14925.0,12071.0,8557.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,15,summarization,0.6,51466.0,12867.0,100.0,14792.0,11792.0,8102.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,16,temporal_reasoning,0.25,50251.0,12563.0,100.0,157.0,11581.0,239.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,1,17,temporal_reasoning,1.0,49381.0,12345.0,100.0,119.0,11463.0,207.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,0,abstention,0.0,45622.0,11406.0,100.0,0.0,0.0,0.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,1,abstention,0.0,57004.0,14251.0,100.0,1085.0,13186.0,712.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,2,contradiction_resolution,0.75,52332.0,13083.0,100.0,357.0,11758.0,362.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,3,contradiction_resolution,0.5,55434.0,13859.0,100.0,206.0,12592.0,255.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,4,information_extraction,1.0,39480.0,9870.0,100.0,85.0,9474.0,100.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,5,information_extraction,0.9167,58844.0,14711.0,100.0,2658.0,13564.0,2669.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,6,instruction_following,1.0,52871.0,13218.0,100.0,61.0,12149.0,151.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,7,instruction_following,1.0,45813.0,11453.0,100.0,1106.0,11088.0,794.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,8,knowledge_update,0.0,58673.0,14668.0,100.0,79.0,13716.0,228.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,9,knowledge_update,1.0,52061.0,13015.0,100.0,171.0,11831.0,375.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,10,multi_session_reasoning,1.0,45954.0,11489.0,100.0,145.0,11503.0,263.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,11,multi_session_reasoning,1.0,62643.0,15661.0,100.0,5009.0,13705.0,2033.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,12,preference_following,1.0,52614.0,13154.0,100.0,1698.0,12271.0,937.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,13,preference_following,0.0,57379.0,14345.0,100.0,0.0,0.0,0.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,14,summarization,0.6,62117.0,15529.0,100.0,6161.0,13725.0,2743.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,15,summarization,0.75,62045.0,15511.0,100.0,7264.0,13858.0,4548.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,16,temporal_reasoning,0.0,51734.0,12934.0,100.0,0.0,0.0,0.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,10,17,temporal_reasoning,0.25,54994.0,13749.0,100.0,167.0,13114.0,363.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,0,abstention,0.0,61905.0,15476.0,100.0,0.0,0.0,0.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,1,abstention,0.0,60546.0,15137.0,100.0,301.0,12852.0,262.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,2,contradiction_resolution,0.875,50747.0,12687.0,100.0,336.0,11158.0,380.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,3,contradiction_resolution,0.5,56819.0,14205.0,100.0,338.0,12123.0,363.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,4,information_extraction,1.0,33297.0,8324.0,100.0,79.0,7996.0,209.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,5,information_extraction,0.8333,75678.0,18920.0,100.0,1058.0,15147.0,541.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,6,instruction_following,1.0,55696.0,13924.0,100.0,3940.0,11824.0,1283.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,7,instruction_following,1.0,53834.0,13459.0,100.0,2198.0,11538.0,1341.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,8,knowledge_update,0.0,63364.0,15841.0,100.0,56.0,13117.0,133.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,9,knowledge_update,0.0,63046.0,15762.0,100.0,135.0,13329.0,187.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,10,multi_session_reasoning,1.0,56136.0,14034.0,100.0,462.0,11949.0,634.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,11,multi_session_reasoning,0.75,67805.0,16951.0,100.0,4753.0,14013.0,3412.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,12,preference_following,1.0,57868.0,14467.0,100.0,5297.0,12267.0,3088.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,13,preference_following,0.0,61485.0,15371.0,100.0,0.0,0.0,0.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,14,summarization,0.9167,66213.0,16553.0,100.0,18148.0,13760.0,6077.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,15,summarization,1.0,67997.0,16999.0,100.0,13648.0,13927.0,5673.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,16,temporal_reasoning,1.0,52047.0,13012.0,100.0,136.0,11303.0,185.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,11,17,temporal_reasoning,1.0,58788.0,14697.0,100.0,124.0,12709.0,252.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,0,abstention,1.0,54445.0,13611.0,100.0,56.0,11754.0,158.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,1,abstention,1.0,51339.0,12835.0,100.0,691.0,11397.0,669.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,2,contradiction_resolution,0.25,34987.0,8747.0,100.0,171.0,8340.0,265.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,3,contradiction_resolution,0.75,40566.0,10142.0,100.0,465.0,9327.0,405.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,4,information_extraction,0.0,39351.0,9838.0,100.0,218.0,9273.0,337.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,5,information_extraction,0.0,57080.0,14270.0,100.0,0.0,0.0,0.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,6,instruction_following,0.0,57499.0,14375.0,100.0,56.0,12290.0,222.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,7,instruction_following,0.0,56199.0,14050.0,100.0,0.0,0.0,0.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,8,knowledge_update,0.0,36292.0,9073.0,100.0,77.0,8798.0,24.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,9,knowledge_update,0.0,55188.0,13797.0,100.0,56.0,12274.0,302.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,10,multi_session_reasoning,0.9,49874.0,12469.0,100.0,866.0,11042.0,706.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,11,multi_session_reasoning,0.75,54207.0,13552.0,100.0,3164.0,11723.0,2655.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,12,preference_following,1.0,57211.0,14303.0,100.0,2650.0,12288.0,1064.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,13,preference_following,1.0,52726.0,13182.0,100.0,2911.0,11616.0,1692.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,14,summarization,0.625,60429.0,15107.0,100.0,3839.0,12833.0,3298.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,15,summarization,0.75,58593.0,14648.0,100.0,8859.0,12365.0,4732.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,16,temporal_reasoning,1.0,47558.0,11890.0,100.0,47.0,10812.0,488.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,12,17,temporal_reasoning,0.75,53704.0,13426.0,100.0,123.0,11668.0,109.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,0,abstention,0.0,51670.0,12918.0,100.0,226.0,12489.0,226.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,1,abstention,1.0,48614.0,12154.0,100.0,56.0,11733.0,141.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,2,contradiction_resolution,0.5,45780.0,11445.0,100.0,208.0,11066.0,568.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,3,contradiction_resolution,0.5,49489.0,12372.0,100.0,195.0,12122.0,387.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,4,information_extraction,1.0,44695.0,11174.0,100.0,167.0,11249.0,337.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,5,information_extraction,1.0,55863.0,13966.0,100.0,1702.0,13296.0,1422.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,6,instruction_following,0.75,54126.0,13532.0,100.0,2510.0,12947.0,1588.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,7,instruction_following,1.0,47538.0,11885.0,100.0,3678.0,11426.0,1282.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,8,knowledge_update,1.0,45243.0,11311.0,100.0,113.0,11154.0,218.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,9,knowledge_update,0.0,51153.0,12788.0,100.0,114.0,12225.0,263.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,10,multi_session_reasoning,0.3333,51300.0,12825.0,100.0,470.0,12038.0,4281.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,11,multi_session_reasoning,0.75,63504.0,15876.0,100.0,4526.0,14794.0,4565.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,12,preference_following,0.0,46373.0,11593.0,100.0,0.0,0.0,0.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,13,preference_following,0.25,51772.0,12943.0,100.0,2182.0,12746.0,2577.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,14,summarization,0.5833,60891.0,15223.0,100.0,6944.0,14326.0,4524.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,15,summarization,0.5,57504.0,14376.0,100.0,7436.0,13492.0,3084.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,16,temporal_reasoning,1.0,54081.0,13520.0,100.0,79.0,13252.0,201.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,13,17,temporal_reasoning,1.0,52054.0,13014.0,100.0,268.0,12836.0,562.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,0,abstention,1.0,48533.0,12133.0,100.0,56.0,13411.0,94.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,1,abstention,1.0,53351.0,13338.0,100.0,372.0,13981.0,590.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,2,contradiction_resolution,0.875,45634.0,11409.0,100.0,527.0,12400.0,546.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,3,contradiction_resolution,0.5,45699.0,11425.0,100.0,593.0,12267.0,358.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,4,information_extraction,1.0,34857.0,8714.0,100.0,60.0,9391.0,68.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,5,information_extraction,0.5,40523.0,10131.0,100.0,659.0,10739.0,673.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,6,instruction_following,1.0,44637.0,11159.0,100.0,1913.0,12282.0,955.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,7,instruction_following,0.5,50475.0,12619.0,100.0,1126.0,13325.0,767.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,8,knowledge_update,0.0,57199.0,14300.0,100.0,250.0,15054.0,582.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,9,knowledge_update,0.0,49128.0,12282.0,100.0,67.0,13212.0,255.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,10,multi_session_reasoning,0.0,46618.0,11655.0,100.0,371.0,12704.0,3242.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,11,multi_session_reasoning,1.0,52789.0,13197.0,100.0,3135.0,13705.0,9051.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,12,preference_following,0.5,42620.0,10655.0,100.0,1974.0,11366.0,1988.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,13,preference_following,1.0,45263.0,11316.0,100.0,1729.0,12204.0,936.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,14,summarization,0.75,49751.0,12438.0,100.0,8482.0,13031.0,7786.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,15,summarization,0.8333,49795.0,12449.0,100.0,2903.0,13139.0,2734.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,16,temporal_reasoning,1.0,46214.0,11554.0,100.0,156.0,12414.0,226.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,14,17,temporal_reasoning,1.0,45799.0,11450.0,100.0,124.0,12209.0,294.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,0,abstention,1.0,55340.0,13835.0,100.0,56.0,12711.0,95.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,1,abstention,1.0,40563.0,10141.0,100.0,56.0,9863.0,83.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,2,contradiction_resolution,0.875,34422.0,8606.0,100.0,348.0,8676.0,594.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,3,contradiction_resolution,0.5,50526.0,12632.0,100.0,581.0,11840.0,690.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,4,information_extraction,0.5,45272.0,11318.0,100.0,128.0,10961.0,333.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,5,information_extraction,1.0,51334.0,12834.0,100.0,118.0,12051.0,107.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,6,instruction_following,1.0,50666.0,12667.0,100.0,5330.0,11996.0,2633.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,7,instruction_following,1.0,54634.0,13659.0,100.0,3991.0,12569.0,1870.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,8,knowledge_update,1.0,49783.0,12446.0,100.0,55.0,11906.0,208.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,9,knowledge_update,1.0,52213.0,13053.0,100.0,116.0,12242.0,174.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,10,multi_session_reasoning,0.5,43273.0,10818.0,100.0,65.0,10366.0,546.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,11,multi_session_reasoning,1.0,46311.0,11578.0,100.0,277.0,11337.0,225.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,12,preference_following,1.0,50923.0,12731.0,100.0,2261.0,11925.0,1000.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,13,preference_following,1.0,51273.0,12818.0,100.0,2772.0,11951.0,4261.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
100k,A control,100,15,14,summarization,0.6667,52299.0,13075.0,100.0,6980.0,12170.0,1939.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,4100c22aede6
