tier,arm,depth,conversation_id,question_index,ability,score,context_chars,context_tokens,n_retrieved,response_chars,prompt_tokens,completion_tokens,reader_model,reader_effort,judge_model,judge_effort,config_id
1m,B csls,50,25,11,multi_session_reasoning,0.8333,27592.0,6898.0,50.0,6152.0,6012.0,2743.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,25,12,preference_following,1.0,27898.0,6975.0,50.0,3893.0,6057.0,1257.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,25,13,preference_following,1.0,35775.0,8944.0,50.0,4317.0,7816.0,2397.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,25,14,summarization,0.5714,22159.0,5540.0,50.0,4518.0,4924.0,2382.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,25,15,summarization,0.5625,24172.0,6043.0,50.0,19568.0,5230.0,9198.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,25,16,temporal_reasoning,1.0,23679.0,5920.0,50.0,133.0,5699.0,171.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,25,17,temporal_reasoning,0.0,19203.0,4801.0,50.0,56.0,4575.0,181.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,0,abstention,1.0,22931.0,5733.0,50.0,56.0,5367.0,146.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,1,abstention,1.0,29505.0,7376.0,50.0,56.0,6170.0,218.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,2,contradiction_resolution,1.0,20514.0,5129.0,50.0,458.0,4682.0,619.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,3,contradiction_resolution,0.75,22512.0,5628.0,50.0,311.0,5153.0,405.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,4,information_extraction,1.0,20654.0,5164.0,50.0,57.0,4654.0,107.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,5,information_extraction,0.5,32831.0,8208.0,50.0,1799.0,7350.0,1367.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,6,instruction_following,1.0,17202.0,4301.0,50.0,671.0,4119.0,656.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,7,instruction_following,1.0,21621.0,5405.0,50.0,1617.0,4958.0,1911.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,8,knowledge_update,1.0,17144.0,4286.0,50.0,61.0,4367.0,110.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,9,knowledge_update,0.0,24636.0,6159.0,50.0,70.0,5670.0,160.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,10,multi_session_reasoning,0.6,22719.0,5680.0,50.0,4260.0,5125.0,4002.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,11,multi_session_reasoning,0.3333,27523.0,6881.0,50.0,138.0,6275.0,549.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,12,preference_following,1.0,21715.0,5429.0,50.0,6373.0,4888.0,3297.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,13,preference_following,1.0,20926.0,5232.0,50.0,5064.0,4683.0,2870.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,14,summarization,0.5714,32737.0,8184.0,50.0,17708.0,6947.0,9514.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,15,summarization,0.55,26484.0,6621.0,50.0,19023.0,6024.0,9779.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,16,temporal_reasoning,1.0,18060.0,4515.0,50.0,109.0,4385.0,127.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,26,17,temporal_reasoning,0.25,15048.0,3762.0,50.0,140.0,3844.0,561.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,0,abstention,0.0,25129.0,6282.0,50.0,705.0,5849.0,462.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,1,abstention,0.0,24856.0,6214.0,50.0,1382.0,5924.0,823.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,2,contradiction_resolution,0.5,27845.0,6961.0,50.0,199.0,6276.0,183.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,3,contradiction_resolution,0.375,19899.0,4975.0,50.0,634.0,4765.0,695.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,4,information_extraction,1.0,17657.0,4414.0,50.0,57.0,4472.0,72.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,5,information_extraction,0.6667,20332.0,5083.0,50.0,714.0,4750.0,651.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,6,instruction_following,0.0,24838.0,6210.0,50.0,56.0,5564.0,532.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,7,instruction_following,1.0,25482.0,6371.0,50.0,3748.0,5955.0,1351.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,8,knowledge_update,0.5,23580.0,5895.0,50.0,171.0,5484.0,558.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,9,knowledge_update,0.5,22119.0,5530.0,50.0,182.0,5259.0,396.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,10,multi_session_reasoning,0.5,20920.0,5230.0,50.0,374.0,4836.0,2995.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,11,multi_session_reasoning,0.75,31066.0,7767.0,50.0,6287.0,6778.0,4897.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,12,preference_following,0.8333,20863.0,5216.0,50.0,1239.0,4858.0,778.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,13,preference_following,0.5,28870.0,7218.0,50.0,2128.0,6512.0,1502.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,14,summarization,0.8333,28477.0,7119.0,50.0,11756.0,6269.0,8404.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,15,summarization,0.8,16347.0,4087.0,50.0,3354.0,4040.0,1637.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,16,temporal_reasoning,0.0,12731.0,3183.0,50.0,56.0,3546.0,532.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,27,17,temporal_reasoning,1.0,15396.0,3849.0,50.0,180.0,4154.0,299.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,0,abstention,0.0,19026.0,4757.0,50.0,1132.0,4509.0,738.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,1,abstention,0.0,18908.0,4727.0,50.0,422.0,4394.0,220.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,2,contradiction_resolution,1.0,23894.0,5974.0,50.0,467.0,5420.0,612.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,3,contradiction_resolution,0.625,23873.0,5968.0,50.0,236.0,5542.0,280.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,4,information_extraction,0.0,21658.0,5415.0,50.0,56.0,5013.0,532.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,5,information_extraction,0.5,33381.0,8345.0,50.0,1013.0,7185.0,738.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,6,instruction_following,1.0,26552.0,6638.0,50.0,2767.0,5929.0,1628.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,7,instruction_following,1.0,24017.0,6004.0,50.0,946.0,5573.0,687.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,8,knowledge_update,1.0,27086.0,6772.0,50.0,71.0,6318.0,141.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,9,knowledge_update,0.0,20980.0,5245.0,50.0,95.0,5118.0,148.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,10,multi_session_reasoning,1.0,28377.0,7094.0,50.0,118.0,6528.0,130.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,11,multi_session_reasoning,0.6667,19126.0,4782.0,50.0,1631.0,4368.0,816.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,12,preference_following,1.0,27577.0,6894.0,50.0,4335.0,6400.0,6688.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,13,preference_following,0.8333,18697.0,4674.0,50.0,2587.0,4401.0,1051.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,14,summarization,0.8333,27996.0,6999.0,50.0,14763.0,6380.0,9699.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,15,summarization,0.4167,26127.0,6532.0,50.0,18618.0,5761.0,7569.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,16,temporal_reasoning,1.0,19214.0,4804.0,50.0,98.0,4767.0,71.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,28,17,temporal_reasoning,1.0,25213.0,6303.0,50.0,141.0,6264.0,157.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,0,abstention,0.0,25106.0,6277.0,50.0,1313.0,5882.0,819.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,1,abstention,0.0,14991.0,3748.0,50.0,412.0,3728.0,393.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,2,contradiction_resolution,0.875,22626.0,5657.0,50.0,325.0,5598.0,241.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,3,contradiction_resolution,0.875,27602.0,6901.0,50.0,535.0,6115.0,624.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,4,information_extraction,1.0,20584.0,5146.0,50.0,68.0,4898.0,151.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,5,information_extraction,0.9167,25498.0,6375.0,50.0,1963.0,5864.0,907.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,6,instruction_following,0.5,26222.0,6556.0,50.0,1446.0,6093.0,843.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,7,instruction_following,1.0,19754.0,4939.0,50.0,2041.0,4638.0,928.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,8,knowledge_update,1.0,22525.0,5631.0,50.0,330.0,5315.0,595.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,9,knowledge_update,1.0,29171.0,7293.0,50.0,278.0,6793.0,585.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,10,multi_session_reasoning,0.0,35850.0,8963.0,50.0,56.0,7813.0,1050.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,11,multi_session_reasoning,0.75,23375.0,5844.0,50.0,472.0,5389.0,1154.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,12,preference_following,0.5,20571.0,5143.0,50.0,1982.0,4811.0,888.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,13,preference_following,0.8333,22631.0,5658.0,50.0,3967.0,5409.0,1938.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,14,summarization,0.5625,28037.0,7009.0,50.0,14829.0,6150.0,7617.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,15,summarization,0.5,29225.0,7306.0,50.0,13032.0,6495.0,8645.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,16,temporal_reasoning,1.0,16381.0,4095.0,50.0,108.0,4084.0,173.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,29,17,temporal_reasoning,1.0,24735.0,6184.0,50.0,120.0,5706.0,212.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,0,abstention,1.0,22172.0,5543.0,50.0,56.0,5491.0,307.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,1,abstention,0.0,23505.0,5876.0,50.0,1147.0,5426.0,1213.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,2,contradiction_resolution,0.75,24103.0,6026.0,50.0,583.0,5770.0,656.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,3,contradiction_resolution,0.75,22447.0,5612.0,50.0,350.0,5444.0,335.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,4,information_extraction,1.0,23159.0,5790.0,50.0,93.0,5429.0,101.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,5,information_extraction,1.0,27806.0,6952.0,50.0,153.0,6610.0,186.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,6,instruction_following,1.0,21634.0,5409.0,50.0,2495.0,5090.0,1058.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,7,instruction_following,1.0,26027.0,6507.0,50.0,2076.0,6060.0,2087.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,8,knowledge_update,1.0,25230.0,6308.0,50.0,111.0,5877.0,139.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,9,knowledge_update,1.0,25480.0,6370.0,50.0,136.0,6065.0,213.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,10,multi_session_reasoning,0.5,21603.0,5401.0,50.0,67.0,5309.0,168.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,11,multi_session_reasoning,1.0,26195.0,6549.0,50.0,5041.0,6030.0,2865.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,12,preference_following,1.0,24665.0,6166.0,50.0,4049.0,5815.0,4483.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,13,preference_following,1.0,25241.0,6310.0,50.0,7872.0,5685.0,4119.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,14,summarization,0.6,24094.0,6024.0,50.0,20184.0,5668.0,6723.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,15,summarization,0.5,21155.0,5289.0,50.0,14724.0,5231.0,7554.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,16,temporal_reasoning,1.0,20762.0,5191.0,50.0,147.0,5323.0,295.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,3,17,temporal_reasoning,1.0,24384.0,6096.0,50.0,122.0,5578.0,137.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,0,abstention,0.0,31235.0,7809.0,50.0,2175.0,7392.0,954.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,1,abstention,1.0,17845.0,4461.0,50.0,1103.0,4250.0,695.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,2,contradiction_resolution,0.5,16264.0,4066.0,50.0,562.0,4267.0,669.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,3,contradiction_resolution,0.5,24064.0,6016.0,50.0,394.0,5747.0,606.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,4,information_extraction,1.0,25238.0,6310.0,50.0,119.0,6398.0,308.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,5,information_extraction,0.6667,26777.0,6694.0,50.0,2914.0,6175.0,1653.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,6,instruction_following,1.0,21762.0,5441.0,50.0,2919.0,5093.0,1511.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,7,instruction_following,0.0,30371.0,7593.0,50.0,2033.0,7012.0,924.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,8,knowledge_update,1.0,25102.0,6276.0,50.0,214.0,5876.0,374.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,9,knowledge_update,0.5,27758.0,6940.0,50.0,147.0,6998.0,508.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,10,multi_session_reasoning,1.0,22354.0,5589.0,50.0,134.0,5619.0,164.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,11,multi_session_reasoning,1.0,30284.0,7571.0,50.0,153.0,7276.0,1079.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,12,preference_following,0.75,22024.0,5506.0,50.0,1824.0,5383.0,959.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,13,preference_following,1.0,24435.0,6109.0,50.0,3025.0,5568.0,1651.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,14,summarization,0.8125,31687.0,7922.0,50.0,15557.0,7262.0,8179.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,15,summarization,0.7778,23766.0,5942.0,50.0,9554.0,5796.0,7774.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,16,temporal_reasoning,0.0,32681.0,8170.0,50.0,193.0,8070.0,2642.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,30,17,temporal_reasoning,1.0,19078.0,4770.0,50.0,176.0,5011.0,478.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,0,abstention,0.5,28999.0,7250.0,50.0,1756.0,7091.0,873.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,1,abstention,0.0,34787.0,8697.0,50.0,2757.0,8637.0,1773.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,2,contradiction_resolution,0.5,28916.0,7229.0,50.0,165.0,6961.0,156.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,3,contradiction_resolution,0.5,27723.0,6931.0,50.0,267.0,6648.0,556.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,4,information_extraction,1.0,24296.0,6074.0,50.0,116.0,6304.0,167.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,5,information_extraction,0.0,20847.0,5212.0,50.0,487.0,5197.0,1088.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,6,instruction_following,0.5,29125.0,7281.0,50.0,67.0,7368.0,86.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,7,instruction_following,1.0,27274.0,6819.0,50.0,2779.0,6382.0,1851.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,8,knowledge_update,0.0,22831.0,5708.0,50.0,207.0,5719.0,346.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,9,knowledge_update,1.0,23531.0,5883.0,50.0,109.0,5870.0,186.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,10,multi_session_reasoning,0.3333,26577.0,6644.0,50.0,163.0,6572.0,105.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,11,multi_session_reasoning,0.375,18272.0,4568.0,50.0,2565.0,4466.0,2056.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,12,preference_following,1.0,26252.0,6563.0,50.0,4109.0,6094.0,1926.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,13,preference_following,0.75,26397.0,6599.0,50.0,3532.0,6251.0,1300.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,14,summarization,0.5455,27055.0,6764.0,50.0,21963.0,6288.0,16235.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,15,summarization,0.6667,28210.0,7053.0,50.0,855.0,7167.0,738.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,16,temporal_reasoning,0.0,24464.0,6116.0,50.0,56.0,6382.0,123.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,31,17,temporal_reasoning,1.0,26027.0,6507.0,50.0,110.0,6799.0,97.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,0,abstention,1.0,18748.0,4687.0,50.0,56.0,4675.0,357.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,1,abstention,0.0,34077.0,8519.0,50.0,1125.0,7420.0,1277.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,2,contradiction_resolution,0.75,20249.0,5062.0,50.0,368.0,4795.0,257.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,3,contradiction_resolution,0.5,18249.0,4562.0,50.0,249.0,4378.0,276.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,4,information_extraction,1.0,21960.0,5490.0,50.0,73.0,5877.0,69.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,5,information_extraction,1.0,14932.0,3733.0,50.0,99.0,3882.0,194.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,6,instruction_following,1.0,26048.0,6512.0,50.0,2617.0,6166.0,1590.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,7,instruction_following,0.0,20878.0,5220.0,50.0,34.0,5438.0,126.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,8,knowledge_update,1.0,24538.0,6135.0,50.0,156.0,6359.0,565.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,9,knowledge_update,1.0,17222.0,4306.0,50.0,198.0,4419.0,443.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,10,multi_session_reasoning,0.4,13654.0,3414.0,50.0,166.0,3581.0,454.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,11,multi_session_reasoning,1.0,27664.0,6916.0,50.0,2737.0,6420.0,5239.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,12,preference_following,1.0,25314.0,6329.0,50.0,1087.0,5998.0,726.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,13,preference_following,1.0,24748.0,6187.0,50.0,2313.0,6044.0,1030.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
1m,B csls,50,32,14,summarization,0.6111,27496.0,6874.0,50.0,12901.0,6294.0,9571.0,openai-gpt-56-luna,xhigh,openai-gpt-56-luna,xhigh,e57d26801c09
